date,time,consumption,prediction
2015-06-11,12:00,33207,33065.41869068146
2015-06-11,12:10,33246,33188.140325546265
2015-06-11,12:20,33244,33136.509024620056
2015-06-11,12:30,33277,33183.820486068726
2015-06-11,12:40,33319,33201.86766910553
2015-06-11,12:50,33401,33265.55237579346
2015-06-11,13:00,33193,33289.70791721344
2015-06-11,13:10,33236,33232.25273513794
2015-06-11,13:20,33320,33149.5462474823
2015-06-11,13:30,33532,33180.16574382782
2015-06-11,13:40,33335,33469.99799823761
2015-06-11,13:50,33116,33353.732416152954
2015-06-11,14:00,32594,33040.18055534363
2015-06-11,14:10,32297,32620.862429618835
2015-06-11,14:20,32252,32256.44841003418
2015-06-11,14:30,31882,32017.530995368958
2015-06-11,14:40,31944,31693.377089500427
2015-06-11,14:50,31748,31757.762453079224
2015-06-11,15:00,31201,31616.324586868286
2015-06-11,15:10,31395,31137.00152015686
2015-06-11,15:20,31300,31175.333510398865
2015-06-11,15:30,31281,31191.019268989563
2015-06-11,15:40,31131,31220.927572250366
2015-06-11,15:50,31242,31059.35635662079
2015-06-11,16:00,30973,31085.397876739502
2015-06-11,16:10,31230,30999.444924354553
2015-06-11,16:20,31416,31136.033507347107
2015-06-11,16:30,31265,31449.78950691223
2015-06-11,16:40,31230,31268.113916397095
2015-06-11,16:50,31227,31267.519938468933
2015-06-11,17:00,31181,31244.321873664856
2015-06-11,17:10,31344,31220.014874458313
2015-06-11,17:20,31360,31327.427419662476
2015-06-11,17:30,31288,31300.491640090942
2015-06-11,17:40,31382,31292.635590553284
2015-06-11,17:50,31431,31344.32088947296
2015-06-11,18:00,31013,31485.1120967865
2015-06-11,18:10,31155,31111.85689353943
2015-06-11,18:20,30963,31083.2919549942
2015-06-11,18:30,31015,30897.723240852356
2015-06-11,18:40,31101,30909.285396575928
2015-06-11,18:50,31013,31073.04945755005
2015-06-11,19:00,30725,30943.234330177307
2015-06-11,19:10,30597,30670.24813270569
2015-06-11,19:20,30568,30537.855588912964
2015-06-11,19:30,30357,30544.569778442383
2015-06-11,19:40,30678,30342.55933380127
2015-06-11,19:50,30504,30641.2551612854
2015-06-11,20:00,30342,30555.115191459656
2015-06-11,20:10,30650,30388.29168319702
2015-06-11,20:20,30453,30658.300088882446
2015-06-11,20:30,30324,30570.03971004486
2015-06-11,20:40,30617,30366.43434906006
2015-06-11,20:50,30432,30619.32012271881
2015-06-11,21:00,30337,30409.735471725464
2015-06-11,21:10,30642,30363.012720108032
2015-06-11,21:20,30601,30632.10447692871
2015-06-11,21:30,30548,30737.388710975647
2015-06-11,21:40,30879,30620.672706604004
2015-06-11,21:50,31175,30765.56117630005
2015-06-11,22:00,30770,31040.742853164673
2015-06-11,22:10,30403,30765.638880729675
2015-06-11,22:20,30378,30366.74121570587
2015-06-11,22:30,30063,30324.896721839905
2015-06-11,22:40,29534,29903.294876098633
2015-06-11,22:50,29279,29283.120018959045
2015-06-11,23:00,28757,28878.233186244965
2015-06-11,23:10,28299,28530.48149871826
2015-06-11,23:20,27827,28055.146381378174
2015-06-11,23:30,27497,27520.370009422302
2015-06-11,23:40,27222,27192.586384773254
2015-06-11,23:50,27001,26873.219203472137
2015-06-12,00:00,26531,26600.43516921997
2015-06-12,00:10,26555,26213.372942447662
2015-06-12,00:20,26326,26135.307648181915
2015-06-12,00:30,25988,25994.907597064972
2015-06-12,00:40,25664,25783.841293811798
2015-06-12,00:50,25453,25431.049354553223
2015-06-12,01:00,25026,25208.422871112823
2015-06-12,01:10,24891,24809.43038034439
2015-06-12,01:20,24556,24613.605340003967
2015-06-12,01:30,24368,24268.6885471344
2015-06-12,01:40,23972,24089.56666660309
2015-06-12,01:50,24064,23800.79461669922
2015-06-12,02:00,23755,23726.641872167587
2015-06-12,02:10,23825,23502.164640426636
2015-06-12,02:20,23643,23580.30006623268
2015-06-12,02:30,23305,23510.29792356491
2015-06-12,02:40,23385,23306.063683509827
2015-06-12,02:50,23232,23317.6110227108
2015-06-12,03:00,23172,23161.49854326248
2015-06-12,03:10,23021,23144.89580655098
2015-06-12,03:20,23083,22965.35708785057
2015-06-12,03:30,22729,23020.596705913544
2015-06-12,03:40,22883,22737.529017210007
2015-06-12,03:50,22817,22830.755565166473
2015-06-12,04:00,22949,22833.211156845093
2015-06-12,04:10,22678,22931.164504766464
2015-06-12,04:20,22723,22701.662167072296
2015-06-12,04:30,22745,22704.77396607399
2015-06-12,04:40,22840,22718.3521566391
2015-06-12,04:50,22833,22863.685122013092
2015-06-12,05:00,22847,22907.94108724594
2015-06-12,05:10,23000,22973.81007862091
2015-06-12,05:20,22888,23065.73705291748
2015-06-12,05:30,22776,23049.122133731842
2015-06-12,05:40,23066,23046.36823606491
2015-06-12,05:50,23297,23135.195264577866
2015-06-12,06:00,23746,23419.152273893356
2015-06-12,06:10,24063,24033.162140607834
2015-06-12,06:20,24524,24368.532154083252
2015-06-12,06:30,24848,24895.305628299713
2015-06-12,06:40,24763,25210.752686977386
2015-06-12,06:50,24912,25203.426739692688
2015-06-12,07:00,25180,25375.9075255394
2015-06-12,07:10,26100,25594.013981819153
2015-06-12,07:20,26346,26440.680788517
2015-06-12,07:30,27183,26755.13481092453
2015-06-12,07:40,27677,27367.022951602936
2015-06-12,07:50,27967,27922.42919111252
2015-06-12,08:00,28037,28373.421749591827
2015-06-12,08:10,28934,28527.47012281418
2015-06-12,08:20,28960,29307.27556037903
2015-06-12,08:30,29566,29409.030169487
2015-06-12,08:40,29601,29887.324640274048
2015-06-12,08:50,29769,29739.19892501831
2015-06-12,09:00,29903,30063.826959609985
2015-06-12,09:10,30382,30161.767466545105
2015-06-12,09:20,30573,30510.678793907166
2015-06-12,09:30,30884,30746.493299484253
2015-06-12,09:40,30949,31101.960773468018
2015-06-12,09:50,30862,31013.8650226593
2015-06-12,10:00,31015,30958.05875492096
2015-06-12,10:10,31232,31132.686948776245
2015-06-12,10:20,31543,31273.97204017639
2015-06-12,10:30,31644,31590.185606956482
2015-06-12,10:40,31754,31657.122046470642
2015-06-12,10:50,31794,31798.86151123047
2015-06-12,11:00,31961,31834.915049552917
2015-06-12,11:10,31943,32027.095225334167
2015-06-12,11:20,31826,32004.91522026062
2015-06-12,11:30,32374,31987.16305065155
2015-06-12,11:40,32283,32255.793848991394
2015-06-12,11:50,32332,32430.167857170105
2015-06-12,12:00,32184,32404.528029441833
2015-06-12,12:10,32497,32330.47175693512
2015-06-12,12:20,32477,32456.312105178833
2015-06-12,12:30,32689,32596.297293663025
2015-06-12,12:40,32963,32649.23113155365
2015-06-12,12:50,32897,32880.27142429352
2015-06-12,13:00,32730,32894.454458236694
2015-06-12,13:10,32540,32721.900577545166
2015-06-12,13:20,32915,32517.963326454163
2015-06-12,13:30,32877,32747.512747764587
2015-06-12,13:40,32825,32791.418384552
2015-06-12,13:50,32588,32774.951630592346
2015-06-12,14:00,31955,32581.31746006012
2015-06-12,14:10,31966,31910.33049106598
2015-06-12,14:20,32027,31764.703170776367
2015-06-12,14:30,31376,31874.07017993927
2015-06-12,14:40,31359,31298.716291427612
2015-06-12,14:50,31010,31140.556168556213
2015-06-12,15:00,30789,30863.327836036682
2015-06-12,15:10,30867,30562.273218154907
2015-06-12,15:20,30882,30722.566920280457
2015-06-12,15:30,30731,30743.4746799469
2015-06-12,15:40,30581,30641.151116371155
2015-06-12,15:50,30502,30542.89979171753
2015-06-12,16:00,30571,30547.051052093506
2015-06-12,16:10,30638,30513.706632614136
2015-06-12,16:20,30548,30627.43957710266
2015-06-12,16:30,30503,30575.056255340576
2015-06-12,16:40,30561,30532.355695724487
2015-06-12,16:50,30557,30571.04196548462
2015-06-12,17:00,30336,30561.070775032043
2015-06-12,17:10,30702,30360.501154899597
2015-06-12,17:20,30532,30572.07714653015
2015-06-12,17:30,30618,30498.198672294617
2015-06-12,17:40,30559,30765.20294570923
2015-06-12,17:50,30607,30558.336632728577
2015-06-12,18:00,30374,30601.283475875854
2015-06-12,18:10,30261,30373.313166618347
2015-06-12,18:20,30171,30247.350335121155
2015-06-12,18:30,30206,30073.238414764404
2015-06-12,18:40,30204,30119.023445129395
2015-06-12,18:50,30141,30133.610805511475
2015-06-12,19:00,29833,30089.535272598267
2015-06-12,19:10,29926,29889.493779182434
2015-06-12,19:20,29766,29822.88264465332
2015-06-12,19:30,29628,29799.814965248108
2015-06-12,19:40,30052,29635.69925880432
2015-06-12,19:50,29806,29887.817207336426
2015-06-12,20:00,29548,29804.50883960724
2015-06-12,20:10,29414,29583.151309013367
2015-06-12,20:20,29683,29425.36785507202
2015-06-12,20:30,29399,29609.34428691864
2015-06-12,20:40,29515,29450.477580547333
2015-06-12,20:50,29566,29497.708703517914
2015-06-12,21:00,29282,29452.79949426651
2015-06-12,21:10,29240,29257.432119846344
2015-06-12,21:20,29354,29248.472404003143
2015-06-12,21:30,29075,29308.288352012634
2015-06-12,21:40,29775,29143.816390514374
2015-06-12,21:50,29964,29663.733436584473
2015-06-12,22:00,29847,30029.434188842773
2015-06-12,22:10,29821,30250.209594726562
2015-06-12,22:20,29443,30131.915795326233
2015-06-12,22:30,28977,29605.76724910736
2015-06-12,22:40,28903,29037.990859508514
2015-06-12,22:50,28490,28814.850736618042
2015-06-12,23:00,27928,28199.93409872055
2015-06-12,23:10,27766,27670.05244731903
2015-06-12,23:20,27415,27321.582981586456
2015-06-12,23:30,27019,26933.0977101326
2015-06-12,23:40,26834,26727.08285331726
2015-06-12,23:50,26349,26442.255290985107
2015-06-13,00:00,26041,26046.360441207886
2015-06-13,00:10,26101,25858.882700443268
2015-06-13,00:20,26087,25808.49071931839
2015-06-13,00:30,25804,25755.52263879776
2015-06-13,00:40,25640,25583.344110012054
2015-06-13,00:50,25227,25384.310140132904
2015-06-13,01:00,24957,25029.676342487335
2015-06-13,01:10,24857,24811.509961605072
2015-06-13,01:20,24261,24632.92279291153
2015-06-13,01:30,24171,24044.392076969147
2015-06-13,01:40,24101,24021.40506529808
2015-06-13,01:50,23683,23927.48707962036
2015-06-13,02:00,23424,23564.046011686325
2015-06-13,02:10,23305,23359.12132167816
2015-06-13,02:20,22983,23151.337042808533
2015-06-13,02:30,23052,22872.398225069046
2015-06-13,02:40,22644,22828.17814874649
2015-06-13,02:50,22720,22509.026630163193
2015-06-13,03:00,22699,22502.194237709045
2015-06-13,03:10,22514,22517.473365068436
2015-06-13,03:20,22648,22445.860831022263
2015-06-13,03:30,22570,22508.6440346241
2015-06-13,03:40,22081,22472.043601989746
2015-06-13,03:50,22485,22185.28396511078
2015-06-13,04:00,22054,22305.460121393204
2015-06-13,04:10,22277,22082.580110788345
2015-06-13,04:20,22174,22160.78533887863
2015-06-13,04:30,22192,22120.819909334183
2015-06-13,04:40,21932,22139.183836698532
2015-06-13,04:50,21989,22079.003402233124
2015-06-13,05:00,21574,22059.717887163162
2015-06-13,05:10,21802,21719.986218690872
2015-06-13,05:20,21838,21826.204222917557
2015-06-13,05:30,21824,21773.886093854904
2015-06-13,05:40,21877,21788.518562316895
2015-06-13,05:50,21895,21899.83838915825
2015-06-13,06:00,21805,21948.064853191376
2015-06-13,06:10,21994,21944.749903202057
2015-06-13,06:20,21909,22050.580373048782
2015-06-13,06:30,21857,21904.198397874832
2015-06-13,06:40,21737,21931.731447935104
2015-06-13,06:50,21575,21908.998292684555
2015-06-13,07:00,21560,21697.844078063965
2015-06-13,07:10,21796,21685.981311559677
2015-06-13,07:20,22017,21894.37504339218
2015-06-13,07:30,22092,22082.620609283447
2015-06-13,07:40,22384,22185.01002407074
2015-06-13,07:50,22594,22544.348561525345
2015-06-13,08:00,22823,22764.772651195526
2015-06-13,08:10,23537,23133.12951207161
2015-06-13,08:20,23649,23800.598709344864
2015-06-13,08:30,23882,23950.755934476852
2015-06-13,08:40,24365,24286.12594795227
2015-06-13,08:50,24606,24629.59072160721
2015-06-13,09:00,25192,25004.1827044487
2015-06-13,09:10,25678,25771.400682926178
2015-06-13,09:20,26027,26032.63770723343
2015-06-13,09:30,26117,26294.477270126343
2015-06-13,09:40,26583,26340.60340976715
2015-06-13,09:50,26907,26775.405789375305
2015-06-13,10:00,27219,27123.89830303192
2015-06-13,10:10,27562,27542.81671190262
2015-06-13,10:20,27658,27718.16663503647
2015-06-13,10:30,28041,27854.198116779327
2015-06-13,10:40,28181,28182.58098745346
2015-06-13,10:50,28144,28400.687443733215
2015-06-13,11:00,28133,28292.5367064476
2015-06-13,11:10,28362,28063.54899597168
2015-06-13,11:20,28595,28256.43970632553
2015-06-13,11:30,28477,28501.28241300583
2015-06-13,11:40,28478,28595.496399879456
2015-06-13,11:50,28311,28492.460326194763
2015-06-13,12:00,28458,28260.33743953705
2015-06-13,12:10,28490,28378.67601776123
2015-06-13,12:20,28584,28446.106341362
2015-06-13,12:30,28468,28488.665979385376
2015-06-13,12:40,28514,28452.685535907745
2015-06-13,12:50,28704,28407.56823682785
2015-06-13,13:00,28372,28657.481486797333
2015-06-13,13:10,28432,28494.30876970291
2015-06-13,13:20,28500,28316.929312229156
2015-06-13,13:30,28511,28308.942877292633
2015-06-13,13:40,28588,28354.22612142563
2015-06-13,13:50,28291,28524.53250026703
2015-06-13,14:00,28233,28278.636174201965
2015-06-13,14:10,27956,28172.781668663025
2015-06-13,14:20,27542,27860.128676891327
2015-06-13,14:30,27386,27341.553678512573
2015-06-13,14:40,27430,27250.17195224762
2015-06-13,14:50,27001,27167.3429813385
2015-06-13,15:00,26647,26854.925736904144
2015-06-13,15:10,26765,26531.323664188385
2015-06-13,15:20,26487,26510.36256504059
2015-06-13,15:30,26618,26354.69425201416
2015-06-13,15:40,25911,26450.745487689972
2015-06-13,15:50,26005,25925.86852836609
2015-06-13,16:00,25870,25858.292015075684
2015-06-13,16:10,25668,25717.901841640472
2015-06-13,16:20,25755,25585.199138641357
2015-06-13,16:30,25309,25611.751664161682
2015-06-13,16:40,25481,25285.54715156555
2015-06-13,16:50,25206,25324.198520183563
2015-06-13,17:00,25157,25243.726364135742
2015-06-13,17:10,25597,25146.114454746246
2015-06-13,17:20,25599,25446.05947971344
2015-06-13,17:30,25274,25549.04353094101
2015-06-13,17:40,25369,25353.86449098587
2015-06-13,17:50,25303,25324.96239423752
2015-06-13,18:00,25267,25301.42519569397
2015-06-13,18:10,25082,25326.073962688446
2015-06-13,18:20,25288,25245.961354255676
2015-06-13,18:30,25351,25254.07422351837
2015-06-13,18:40,25520,25306.229041576385
2015-06-13,18:50,25571,25550.18407392502
2015-06-13,19:00,25292,25555.005041122437
2015-06-13,19:10,25497,25470.890654563904
2015-06-13,19:20,25588,25593.878328323364
2015-06-13,19:30,25423,25684.758268356323
2015-06-13,19:40,25676,25526.65280199051
2015-06-13,19:50,25609,25765.58931350708
2015-06-13,20:00,25715,25581.77355861664
2015-06-13,20:10,25834,25740.498026371002
2015-06-13,20:20,25549,25868.118332862854
2015-06-13,20:30,25695,25622.247688770294
2015-06-13,20:40,25506,25628.346827983856
2015-06-13,20:50,25640,25537.41552400589
2015-06-13,21:00,26053,25526.42824935913
2015-06-13,21:10,26257,26012.076983451843
2015-06-13,21:20,26530,26343.470571517944
2015-06-13,21:30,26435,26588.265865325928
2015-06-13,21:40,26669,26684.6898188591
2015-06-13,21:50,27048,27049.03206062317
2015-06-13,22:00,27033,27495.78182554245
2015-06-13,22:10,27203,27372.3819231987
2015-06-13,22:20,27120,27284.690498828888
2015-06-13,22:30,26477,27119.61073064804
2015-06-13,22:40,26326,26461.9527053833
2015-06-13,22:50,26008,26171.400038719177
2015-06-13,23:00,26076,25800.07691001892
2015-06-13,23:10,25641,25793.011075019836
2015-06-13,23:20,25506,25501.02877855301
2015-06-13,23:30,25154,25407.999454975128
2015-06-13,23:40,24642,25066.786792755127
2015-06-13,23:50,24267,24539.28171157837
2015-06-14,00:00,24279,24118.454934597015
2015-06-14,00:10,24001,24010.57682132721
2015-06-14,00:20,23988,23866.601049423218
2015-06-14,00:30,23623,23801.62302494049
2015-06-14,00:40,23209,23457.372975587845
2015-06-14,00:50,22833,23150.19551205635
2015-06-14,01:00,22672,22708.54888677597
2015-06-14,01:10,22470,22436.86193370819
2015-06-14,01:20,22247,22261.60683631897
2015-06-14,01:30,21904,22052.138412714005
2015-06-14,01:40,22017,21806.55850172043
2015-06-14,01:50,21576,21807.247634649277
2015-06-14,02:00,21638,21378.88155245781
2015-06-14,02:10,21319,21455.20606994629
2015-06-14,02:20,21300,21161.516251564026
2015-06-14,02:30,21287,21224.287272691727
2015-06-14,02:40,20813,21196.92230784893
2015-06-14,02:50,20953,20805.61662900448
2015-06-14,03:00,21004,20741.067789793015
2015-06-14,03:10,20749,20926.164350748062
2015-06-14,03:20,20589,20798.590963244438
2015-06-14,03:30,20313,20586.943029165268
2015-06-14,03:40,20332,20335.36736536026
2015-06-14,03:50,20395,20214.26715195179
2015-06-14,04:00,20330,20309.209288597107
2015-06-14,04:10,20141,20308.045368433
2015-06-14,04:20,20260,20148.716551184654
2015-06-14,04:30,19991,20219.169774651527
2015-06-14,04:40,20245,20119.382799744606
2015-06-14,04:50,20162,20155.223309397697
2015-06-14,05:00,19675,20133.572748064995
2015-06-14,05:10,20080,19855.78566801548
2015-06-14,05:20,20066,20085.29524934292
2015-06-14,05:30,20127,20102.692480921745
2015-06-14,05:40,20076,20234.549489736557
2015-06-14,05:50,19935,20198.424832105637
2015-06-14,06:00,19961,20023.054824352264
2015-06-14,06:10,20263,19938.709958553314
2015-06-14,06:20,20069,20163.050055146217
2015-06-14,06:30,19633,20138.425323843956
2015-06-14,06:40,19447,19750.034301936626
2015-06-14,06:50,19313,19497.47235161066
2015-06-14,07:00,19323,19291.003779947758
2015-06-14,07:10,19423,19331.97730922699
2015-06-14,07:20,19242,19307.408222198486
2015-06-14,07:30,19357,19304.101174354553
2015-06-14,07:40,19313,19347.18457645178
2015-06-14,07:50,19917,19297.012291431427
2015-06-14,08:00,20018,19867.51911920309
2015-06-14,08:10,20226,20205.58532822132
2015-06-14,08:20,20284,20504.506860733032
2015-06-14,08:30,20341,20408.265479683876
2015-06-14,08:40,20530,20366.60438144207
2015-06-14,08:50,20966,20518.332322597504
2015-06-14,09:00,21194,21019.36159491539
2015-06-14,09:10,21460,21399.94109916687
2015-06-14,09:20,21870,21632.659610033035
2015-06-14,09:30,22057,22136.193533182144
2015-06-14,09:40,22287,22319.3079726696
2015-06-14,09:50,22739,22513.165049552917
2015-06-14,10:00,22643,22950.29922056198
2015-06-14,10:10,23332,22879.129865169525
2015-06-14,10:20,23332,23477.963990926743
2015-06-14,10:30,23323,23570.610389709473
2015-06-14,10:40,23952,23594.860756874084
2015-06-14,10:50,23829,24075.095204353333
2015-06-14,11:00,24133,24001.070211172104
2015-06-14,11:10,24380,24408.193680286407
2015-06-14,11:20,24351,24422.720457553864
2015-06-14,11:30,24763,24498.642294883728
2015-06-14,11:40,24597,24857.274578094482
2015-06-14,11:50,24744,24666.68075799942
2015-06-14,12:00,24723,24788.625348567963
2015-06-14,12:10,24612,24886.39134979248
2015-06-14,12:20,24764,24708.059683799744
2015-06-14,12:30,24904,24813.218142032623
2015-06-14,12:40,25185,24989.165994167328
2015-06-14,12:50,25048,25094.024829387665
2015-06-14,13:00,24847,25109.43730545044
2015-06-14,13:10,24964,24939.99160194397
2015-06-14,13:20,25129,24952.91292667389
2015-06-14,13:30,25164,25163.50180864334
2015-06-14,13:40,25276,25241.60924768448
2015-06-14,13:50,25585,25294.047884464264
2015-06-14,14:00,25349,25629.372131347656
2015-06-14,14:10,25347,25578.733208179474
2015-06-14,14:20,25479,25392.334768772125
2015-06-14,14:30,24757,25476.238431453705
2015-06-14,14:40,25046,24902.139008522034
2015-06-14,14:50,24765,25108.20786333084
2015-06-14,15:00,24335,24631.372655391693
2015-06-14,15:10,24206,24268.535113811493
2015-06-14,15:20,24137,24035.169285535812
2015-06-14,15:30,23671,23979.22308397293
2015-06-14,15:40,23578,23667.799205064774
2015-06-14,15:50,23645,23609.512322187424
2015-06-14,16:00,23224,23408.751075029373
2015-06-14,16:10,23735,23216.48265862465
2015-06-14,16:20,23369,23420.735666275024
2015-06-14,16:30,22990,23300.50979232788
2015-06-14,16:40,23044,23105.395615816116
2015-06-14,16:50,23119,22987.042550325394
2015-06-14,17:00,22979,23005.715978384018
2015-06-14,17:10,22927,22911.701191425323
2015-06-14,17:20,23164,22917.5244140625
2015-06-14,17:30,22986,23045.429856300354
2015-06-14,17:40,22873,22914.6230096817
2015-06-14,17:50,23042,22926.961221933365
2015-06-14,18:00,23072,22930.19517493248
2015-06-14,18:10,23133,23071.818741559982
2015-06-14,18:20,23366,23154.730355739594
2015-06-14,18:30,23099,23389.828070878983
2015-06-14,18:40,23287,23221.241725683212
2015-06-14,18:50,23281,23412.451583862305
2015-06-14,19:00,23307,23491.508268117905
2015-06-14,19:10,23426,23531.782210588455
2015-06-14,19:20,23374,23679.781162261963
2015-06-14,19:30,23633,23562.5261657238
2015-06-14,19:40,23578,23831.137867212296
2015-06-14,19:50,23526,23791.431562185287
2015-06-14,20:00,23761,23868.674045562744
2015-06-14,20:10,23868,24036.75695824623
2015-06-14,20:20,24170,24136.00559949875
2015-06-14,20:30,24339,24421.661570072174
2015-06-14,20:40,24592,24463.52384376526
2015-06-14,20:50,24556,24864.9501953125
2015-06-14,21:00,24831,24896.695088863373
2015-06-14,21:10,25113,25171.17018222809
2015-06-14,21:20,25467,25363.99372434616
2015-06-14,21:30,25538,25949.67308282852
2015-06-14,21:40,26100,26139.456933021545
2015-06-14,21:50,26499,26515.28494310379
2015-06-14,22:00,26995,26918.317405700684
2015-06-14,22:10,27256,27398.93049764633
2015-06-14,22:20,27177,27522.905281066895
2015-06-14,22:30,27075,27443.79229402542
2015-06-14,22:40,26840,27237.915066242218
2015-06-14,22:50,26057,26671.27197599411
2015-06-14,23:00,26060,26008.702108860016
2015-06-14,23:10,26024,25869.24175453186
2015-06-14,23:20,25541,25718.102687835693
2015-06-14,23:30,25087,25412.459557533264
2015-06-14,23:40,24593,24989.16862821579
2015-06-14,23:50,24582,24466.048579216003
